,Name,Country,Position,Age,Overall_Rating,Potential,Duration,Team,Total_Stats,photo_link,country_flag_img_link
445,Gregor Kobel,Switzerland,GK,24,86,89,2021 ~ 2026,Borussia Dortmund,1266,https://cdn.sofifa.net/players/235/073/23_180.png, https://cdn.sofifa.net/flags/ch@3x.png
446,Christian Kouamé,Côte d'Ivoire,LW,24,75,79,2020 ~ 2024,Fiorentina,1887,https://cdn.sofifa.net/players/235/866/23_180.png, https://cdn.sofifa.net/flags/ci@3x.png
447,Arnaut Danjuma,Netherlands,LM,25,82,83,30-Jun-23,Tottenham Hotspur,2055,https://cdn.sofifa.net/players/236/276/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
448,Joe Willock,England,CM,22,78,84,2021 ~ 2027,Newcastle United,2075,https://cdn.sofifa.net/players/237/329/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
449,Andreas Skov Olsen,Denmark,RW,22,77,84,2022 ~ 2026,Club Brugge,1955,https://cdn.sofifa.net/players/240/017/23_180.png, https://cdn.sofifa.net/flags/dk@3x.png
450,Angel Gomes,England,CDM,21,76,84,2020 ~ 2025,Lille,2050,https://cdn.sofifa.net/players/240/507/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
451,Teun Koopmeiners,Netherlands,CDM,24,80,84,2021 ~ 2025,Atalanta,2186,https://cdn.sofifa.net/players/240/679/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
452,Pau Francisco Torres,Spain,CB,25,83,87,2016 ~ 2024,Villarreal,1893,https://cdn.sofifa.net/players/241/464/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
453,Diego Rossi,Uruguay,ST,24,76,79,2021 ~ 2025,Fenerbahçe,1866,https://cdn.sofifa.net/players/241/907/23_180.png, https://cdn.sofifa.net/flags/uy@3x.png
454,Konstantinos Mavropanos,Greece,RB,24,78,83,2022 ~ 2025,VfB Stuttgart,1791,https://cdn.sofifa.net/players/242/000/23_180.png, https://cdn.sofifa.net/flags/gr@3x.png
455,Enzo Loiodice,France,CDM,21,73,83,2020 ~ 2025,Las Palmas,1917,https://cdn.sofifa.net/players/243/478/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
456,Daniel Olmo Carvajal,Spain,CF,24,82,87,2020 ~ 2024,RB Leipzig,2036,https://cdn.sofifa.net/players/244/260/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
457,Aaron Hickey,Scotland,RB,20,75,82,2022 ~ 2026,Brentford,1893,https://cdn.sofifa.net/players/248/808/23_180.png, https://cdn.sofifa.net/flags/gb-sct@3x.png
458,Shinta Appelkamp,Germany,CM,21,72,82,2019 ~ 2026,Fortuna Düsseldorf,1700,https://cdn.sofifa.net/players/252/903/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
459,Federico Pereira,Uruguay,RB,22,72,82,2019 ~ 2022,Liverpool,1757,https://cdn.sofifa.net/players/255/874/23_180.png, https://cdn.sofifa.net/flags/uy@3x.png
460,Mohamed-Ali Cho,France,ST,18,72,85,2022 ~ 2027,Real Sociedad,1667,https://cdn.sofifa.net/players/256/476/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
461,Anthony Elanga,Sweden,LW,20,73,82,2020 ~ 2026,Manchester United,1822,https://cdn.sofifa.net/players/257/470/23_180.png, https://cdn.sofifa.net/flags/se@3x.png
462,Ansgar Knauff,Germany,LM,20,76,83,30-Jun-23,Eintracht Frankfurt,1851,https://cdn.sofifa.net/players/257/540/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
463,Sékou Mara,France,ST,19,70,81,2022 ~ 2026,Southampton,1651,https://cdn.sofifa.net/players/257/612/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
464,Mika Godts,Belgium,LW,17,64,85,2023 ~ 2025,Ajax,1583,https://cdn.sofifa.net/players/258/378/23_180.png, https://cdn.sofifa.net/flags/be@3x.png
465,Carlos Augusto Zopolato Neves,Brazil,CB,23,76,81,2020 ~ 2024,Monza,2065,https://cdn.sofifa.net/players/258/648/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
466,Fabian Rieder,Switzerland,CM,20,72,85,2020 ~ 2025,Young Boys,1866,https://cdn.sofifa.net/players/259/306/23_180.png, https://cdn.sofifa.net/flags/ch@3x.png
467,Kaide Gordon,England,LW,17,62,83,2021 ~ 2023,Liverpool,1469,https://cdn.sofifa.net/players/260/406/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
468,Simon Adingra,Côte d'Ivoire,ST,20,72,81,30-Jun-23,Union Saint-Gilloise,1742,https://cdn.sofifa.net/players/260/779/23_180.png, https://cdn.sofifa.net/flags/ci@3x.png
469,Ilias Akhomach Chakkour,Spain,RW,18,67,83,2021 ~ 2023,FC Barcelona,1548,https://cdn.sofifa.net/players/265/578/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
470,Tim Iroegbunam,England,CM,19,67,83,30-Jun-23,Queens Park Rangers,1785,https://cdn.sofifa.net/players/266/609/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
471,Valentín Gómez,Argentina,LB,19,69,82,2022 ~ 2024,Vélez Sarsfield,1657,https://cdn.sofifa.net/players/267/860/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
472,Tom Rothe,Germany,LM,17,65,82,2022 ~ 2024,Borussia Dortmund,1598,https://cdn.sofifa.net/players/268/116/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
473,Saël Kumbedi,France,RWB,17,68,83,2022 ~ 2027,Olympique Lyonnais,1696,https://cdn.sofifa.net/players/268/312/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
474,Oscar Gloukh,Israel,CAM,18,72,84,2023 ~ 2027,Salzburg,1783,https://cdn.sofifa.net/players/274/288/23_180.png, https://cdn.sofifa.net/flags/il@3x.png
475,Leny Yoro,France,CDM,16,67,82,2022 ~ 2025,Lille,1578,https://cdn.sofifa.net/players/269/087/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
476,Leandro Antonetti,Puerto Rico,LW,19,59,70,2020 ~ 2023,Lugo,1411,https://cdn.sofifa.net/players/269/199/23_180.png, https://cdn.sofifa.net/flags/pr@3x.png
477,Yvandro Borges Sanches,Luxembourg,RM,18,64,82,2022 ~ 2025,Borussia Mönchengladbach,1736,https://cdn.sofifa.net/players/269/952/23_180.png, https://cdn.sofifa.net/flags/lu@3x.png
478,Wassim Keddari Boulif,Spain,CB,17,65,83,2022 ~ 2026,Espanyol,1521,https://cdn.sofifa.net/players/270/051/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
479,Stefan Bajcetic Maquieira,Spain,CM,17,69,85,2021 ~ 2027,Liverpool,1752,https://cdn.sofifa.net/players/271/975/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
480,Steven Bergwijn,Netherlands,RW,24,79,82,2022 ~ 2027,Ajax,2020,https://cdn.sofifa.net/players/225/953/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
481,Giovani Lo Celso,Argentina,ST,26,81,82,30-Jun-23,Villarreal,2162,https://cdn.sofifa.net/players/226/226/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
482,Federico Dimarco,Italy,CB,24,80,83,2018 ~ 2026,Inter,2149,https://cdn.sofifa.net/players/226/268/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
483,Kyle Walker-Peters,England,LB,25,78,80,2020 ~ 2025,Southampton,1859,https://cdn.sofifa.net/players/227/927/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
484,Ezequiel Ávila,Argentina,RM,28,80,80,2019 ~ 2026,Osasuna,2026,https://cdn.sofifa.net/players/228/520/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
485,Stefano Sensi,Italy,CF,26,79,79,30-Jun-23,Monza,2078,https://cdn.sofifa.net/players/229/857/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
486,Mouctar Diakhaby,Guinea,CB,25,75,80,2018 ~ 2027,Valencia,1669,https://cdn.sofifa.net/players/230/578/23_180.png, https://cdn.sofifa.net/flags/gn@3x.png
487,Arthur Henrique Ramos Oliveira Melo,Brazil,CDM,25,78,80,30-Jun-23,Liverpool,2091,https://cdn.sofifa.net/players/230/658/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
488,Ademola Lookman,Nigeria,RW,24,78,81,2022 ~ 2026,Atalanta,1902,https://cdn.sofifa.net/players/230/899/23_180.png, https://cdn.sofifa.net/flags/ng@3x.png
489,Rodrigo Hernández Cascante,Spain,CDM,26,87,89,2019 ~ 2027,Manchester City,2133,https://cdn.sofifa.net/players/231/866/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
490,Denzel Dumfries,Netherlands,RM,26,81,82,2021 ~ 2025,Inter,2062,https://cdn.sofifa.net/players/233/096/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
491,Xaver Schlager,Austria,CM,24,81,84,2022 ~ 2026,RB Leipzig,2093,https://cdn.sofifa.net/players/233/195/23_180.png, https://cdn.sofifa.net/flags/at@3x.png
492,Yangel Herrera,Venezuela,CAM,24,76,80,30-Jun-23,Girona,2034,https://cdn.sofifa.net/players/234/060/23_180.png, https://cdn.sofifa.net/flags/ve@3x.png
493,Carlos Rodríguez,Mexico,CM,25,76,79,Free,Mexico,1991,https://cdn.sofifa.net/players/235/389/23_180.png, https://cdn.sofifa.net/flags/mx@3x.png
494,Salih Özcan,Turkey,CM,24,79,82,2022 ~ 2026,Borussia Dortmund,2054,https://cdn.sofifa.net/players/235/407/23_180.png, https://cdn.sofifa.net/flags/tr@3x.png
495,Victor Nelsson,Denmark,CB,23,77,82,2021 ~ 2026,Galatasaray,1844,https://cdn.sofifa.net/players/235/658/23_180.png, https://cdn.sofifa.net/flags/dk@3x.png
496,Esequiel Barco,Argentina,LW,23,76,82,31-Dec-23,River Plate,1832,https://cdn.sofifa.net/players/236/007/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
497,Morgan Gibbs-White,England,LW,22,76,82,2022 ~ 2027,Nottingham Forest,2000,https://cdn.sofifa.net/players/236/015/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
498,David Neres Campos,Brazil,RM,25,80,81,2022 ~ 2027,Benfica,1976,https://cdn.sofifa.net/players/236/632/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
499,Scott McTominay,Scotland,CM,25,79,82,2013 ~ 2025,Manchester United,2065,https://cdn.sofifa.net/players/237/238/23_180.png, https://cdn.sofifa.net/flags/gb-sct@3x.png
500,Uriel Antuna,Mexico,RW,24,75,77,Free,Mexico,1786,https://cdn.sofifa.net/players/237/997/23_180.png, https://cdn.sofifa.net/flags/mx@3x.png
